gene	outcome	accessions	matched_by	uniprot_primary_symbol
PECAM1	member	P16284	primary	PECAM1
PELO	member	Q9BRX2	primary	PELO
PELP1	member	Q8IZL8	primary	PELP1
PEPD	member	P12955	primary	PEPD
PERM1	member	Q5SV97	primary	PERM1
PES1	member	O00541	primary	PES1
PEX11B	member	O96011	primary	PEX11B
PEX19	member	P40855	primary	PEX19
PFAS	member	O15067	primary	PFAS
PFDN1	member	O60925	primary	PFDN1
PFDN2	member	Q9UHV9	primary	PFDN2
PFDN4	member	Q9NQP4	primary	PFDN4
PFDN5	member	Q99471	primary	PFDN5
PFDN6	member	O15212	primary	PFDN6
PFKFB1	member	P16118	primary	PFKFB1
PFKFB2	member	O60825	primary	PFKFB2
PFKL	member	P17858	primary	PFKL
PFKM	member	P08237	primary	PFKM
PFKP	member	Q01813	primary	PFKP
PFN1	member	P07737	primary	PFN1
PFN2	member	P35080	primary	PFN2
PGAM1	member	P18669	primary	PGAM1
PGAM2	member	P15259	primary	PGAM2
PGAM5	member	Q96HS1	primary	PGAM5
PGD	member	P52209	primary	PGD
PGGT1B	member	P53609	primary	PGGT1B
PGK1	member	P00558	primary	PGK1
PGLS	member	O95336	primary	PGLS
PGM1	member	P36871	primary	PGM1
PGM2	member	Q96G03	primary	PGM2
PGM2L1	member	Q6PCE3	primary	PGM2L1
PGM5	in_tier1	Q15124	primary	PGM5
PGP	member	A6NDG6	primary	PGP
PGPEP1	member	Q9NXJ5	primary	PGPEP1
PGRMC1	member	O00264	primary	PGRMC1
PGRMC2	member	O15173	primary	PGRMC2
PHB	member	P35232	synonym	PHB1
PHB2	member	Q99623	primary	PHB2
PHF5A	member	Q7RTV0	primary	PHF5A
PHGDH	member	O43175	primary	PHGDH
PHIP	member	Q8WWQ0	primary	PHIP
PHKA1	member	P46020	primary	PHKA1
PHKA2	member	P46019	primary	PHKA2
PHKB	member	Q93100	primary	PHKB
PHKG1	member	Q16816	primary	PHKG1
PHKG2	member	P15735	primary	PHKG2
PHLDA3	member	Q9Y5J5	primary	PHLDA3
PHLDB1	member	Q86UU1	primary	PHLDB1
PHLDB2	member	Q86SQ0	primary	PHLDB2
PHPT1	member	Q9NRX4	primary	PHPT1
PHYH	member	O14832	primary	PHYH
PI4KB	member	Q9UBF8	primary	PI4KB
PICALM	member	Q13492	primary	PICALM
PIGK	member	Q92643	primary	PIGK
PIGR	member	P01833	primary	PIGR
PIGS	member	Q96S52	primary	PIGS
PIK3C3	member	Q8NEB9	primary	PIK3C3
PIK3R1	member	P27986	primary	PIK3R1
PIN1	member	Q13526	primary	PIN1
PIN4	member	Q9Y237	primary	PIN4
PIP	member	P12273	primary	PIP
PIP4K2B	member	P78356	primary	PIP4K2B
PISD	member	Q9UG56	primary	PISD
PITHD1	member	Q9GZP4	primary	PITHD1
PITPNA	member	Q00169	primary	PITPNA
PITPNB	member	P48739	primary	PITPNB
PITRM1	member	Q5JRX3	primary	PITRM1
PKIA	member	P61925	primary	PKIA
PKM	member	P14618	primary	PKM
PKP1	member	Q13835	primary	PKP1
PKP2	member	Q99959	primary	PKP2
PKP3	member	Q9Y446	primary	PKP3
PLAA	member	Q9Y263	primary	PLAA
PLAC9	member	Q5JTB6	primary	PLAC9
PLAT	member	P00750	primary	PLAT
PLBD1	member	Q6P4A8	primary	PLBD1
PLBD2	member	Q8NHP8	primary	PLBD2
PLCB1	member	Q9NQ66	primary	PLCB1
PLCB3	member	Q01970	primary	PLCB3
PLCD4	member	Q9BRC7	primary	PLCD4
PLCG1	member	P19174	primary	PLCG1
PLCL1	member	Q15111	primary	PLCL1
PLD3	member	Q8IV08	primary	PLD3
PLEC	in_tier1	Q15149	primary	PLEC
PLEKHA5	member	Q9HAU0	primary	PLEKHA5
PLEKHA7	member	Q6IQ23	primary	PLEKHA7
PLEKHF2	member	Q9H8W4	primary	PLEKHF2
PLEKHO2	member	Q8TD55	primary	PLEKHO2
PLG	member	P00747	primary	PLG
PLGRKT	member	Q9HBL7	primary	PLGRKT
PLIN1	member	O60240	primary	PLIN1
PLIN2	member	Q99541	primary	PLIN2
PLIN3	member	O60664	primary	PLIN3
PLIN4	member	Q96Q06	primary	PLIN4
PLIN5	member	Q00G26	primary	PLIN5
PLN	member	P26678	primary	PLN
PLOD1	member	Q02809	primary	PLOD1
PLOD2	member	O00469	primary	PLOD2
PLP2	member	Q04941	primary	PLP2
PLRG1	member	O43660	primary	PLRG1
PLS3	member	P13797	primary	PLS3
PLXNA1	member	Q9UIW2	primary	PLXNA1
PLXNB2	member	O15031	primary	PLXNB2
PM20D2	member	Q8IYS1	primary	PM20D2
PML	member	P29590	primary	PML
PMPCA	member	Q10713	primary	PMPCA
PMPCB	member	O75439	primary	PMPCB
PMVK	member	Q15126	primary	PMVK
PNKD	member	Q8N490	primary	PNKD
PNN	member	Q9H307	primary	PNN
PNP	ambiguous	P00491;P01298		
PNPLA6	member	Q8IY17	primary	PNPLA6
PNPO	member	Q9NVS9	primary	PNPO
PNPT1	member	Q8TCS8	primary	PNPT1
PODN	member	Q7Z5L7	primary	PODN
POF1B	member	Q8WVV4	primary	POF1B
POFUT1	member	Q9H488	primary	POFUT1
POFUT2	member	Q9Y2G5	primary	POFUT2
POGLUT1	member	Q8NBL1	primary	POGLUT1
POGZ	member	Q7Z3K3	primary	POGZ
POLDIP2	member	Q9Y2S7	primary	POLDIP2
POLDIP3	member	Q9BY77	primary	POLDIP3
POLM	member	Q9NP87	primary	POLM
POLR1A	member	O95602	primary	POLR1A
POLR1C	member	O15160	primary	POLR1C
POLR2A	member	P24928	primary	POLR2A
POLR2B	member	P30876	primary	POLR2B
POLR2C	member	P19387	primary	POLR2C
POLR2D	member	O15514	primary	POLR2D
POLR2H	member	P52434	primary	POLR2H
POLR2L	member	P62875	primary	POLR2L
PON1	member	P27169	primary	PON1
POP1	ambiguous	Q8NE79;Q8WXC3;Q99575		
POPDC2	member	Q9HBU9	primary	POPDC2
POR	member	P16435	primary	POR
POSTN	member	Q15063	primary	POSTN
POTEE	member	Q6S8J3	primary	POTEE
POTEKP	member	Q9BYX7	primary	POTEKP
PP1187	unmapped			
PPA1	member	Q15181	primary	PPA1
PPA2	member	Q9H2U2	primary	PPA2
PPCS	member	Q9HAB8	primary	PPCS
PPFIA1	member	Q13136	primary	PPFIA1
PPFIA3	member	O75145	primary	PPFIA3
PPFIBP1	member	Q86W92	primary	PPFIBP1
PPIA	member	P62937	primary	PPIA
PPIB	member	P23284	primary	PPIB
PPIC	member	P45877	primary	PPIC
PPID	member	Q08752	primary	PPID
PPIF	member	P30405	primary	PPIF
PPIH	member	O43447	primary	PPIH
PPIL1	member	Q9Y3C6	primary	PPIL1
PPIL3	member	Q9H2H8	primary	PPIL3
PPL	member	O60437	primary	PPL
PPM1A	member	P35813	primary	PPM1A
PPM1B	member	O75688	primary	PPM1B
PPM1F	member	P49593	primary	PPM1F
PPM1G	member	O15355	primary	PPM1G
PPME1	member	Q9Y570	primary	PPME1
PPOX	ambiguous	O43612;P50336		
PPP1CB	member	P62140	primary	PPP1CB
PPP1CC	member	P36873	primary	PPP1CC
PPP1R12A	in_tier1	O14974	primary	PPP1R12A
PPP1R12B	in_tier1	O60237	primary	PPP1R12B
PPP1R12C	member	Q9BZL4	primary	PPP1R12C
PPP1R18	member	Q6NYC8	primary	PPP1R18
PPP1R1A	member	Q13522	primary	PPP1R1A
PPP1R2	member	P41236	primary	PPP1R2
PPP1R27	member	Q86WC6	primary	PPP1R27
PPP1R2P3	member	Q6NXS1	synonym	PPP1R2B
PPP1R3A	member	Q16821	primary	PPP1R3A
PPP1R3B	member	Q86XI6	primary	PPP1R3B
PPP1R7	member	Q15435	primary	PPP1R7
PPP1R8	member	Q12972	primary	PPP1R8
PPP2CA	member	P67775	primary	PPP2CA
PPP2CB	member	P62714	primary	PPP2CB
PPP2R1A	member	P30153	primary	PPP2R1A
PPP2R2A	member	P63151	primary	PPP2R2A
PPP2R3A	member	Q06190	primary	PPP2R3A
PPP2R4	member	Q15257	synonym	PTPA
PPP2R5A	in_tier1	Q15172	primary	PPP2R5A
PPP2R5D	member	Q14738	primary	PPP2R5D
PPP2R5E	member	Q16537	primary	PPP2R5E
PPP3CA	in_tier1	Q08209	primary	PPP3CA
PPP3CB	in_tier1	P16298	primary	PPP3CB
PPP3R1	member	P63098	primary	PPP3R1
PPP5C	member	P53041	primary	PPP5C
PPP6R1	member	Q9UPN7	primary	PPP6R1
PPP6R2	member	O75170	primary	PPP6R2
PPP6R3	member	Q5H9R7	primary	PPP6R3
PPT1	member	P50897	primary	PPT1
PPTC7	member	Q8NI37	primary	PPTC7
PQLC1	member	Q8N2U9	synonym	SLC66A2
PRB1	member	P04280	primary	PRB1
PRB3	member	Q04118	primary	PRB3
PRB4	member	P10163	primary	PRB4
PRDX1	member	Q06830	primary	PRDX1
PRDX2	member	P32119	primary	PRDX2
PRDX3	member	P30048	primary	PRDX3
PRDX4	member	Q13162	primary	PRDX4
PRDX5	member	P30044	primary	PRDX5
PRDX6	member	P30041	primary	PRDX6
PREB	member	Q9HCU5	primary	PREB
PRELP	member	P51888	primary	PRELP
PREP	ambiguous	P48147;Q5JRX3		
PREPL	member	Q4J6C6	primary	PREPL
PRH1	unmapped			
PRKAA1	member	Q13131	primary	PRKAA1
PRKAA2	member	P54646	primary	PRKAA2
PRKAB2	member	O43741	primary	PRKAB2
PRKACA	ambiguous	P17252;P17612		
PRKACB	member	P22694	primary	PRKACB
PRKAG1	member	P54619	primary	PRKAG1
PRKAG2	member	Q9UGJ0	primary	PRKAG2
PRKAG3	member	Q9UGI9	primary	PRKAG3
PRKAR1A	member	P10644	primary	PRKAR1A
PRKAR2A	member	P13861	primary	PRKAR2A
PRKAR2B	member	P31323	primary	PRKAR2B
PRKCD	member	Q05655	primary	PRKCD
PRKCDBP	member	Q969G5	synonym	CAVIN3
PRKCQ	member	Q04759	primary	PRKCQ
PRKCSH	member	P14314	primary	PRKCSH
PRKDC	member	P78527	primary	PRKDC
PRKG1	member	Q13976	primary	PRKG1
PRKRA	member	O75569	primary	PRKRA
PRMT1	member	Q99873	primary	PRMT1
PRMT5	member	O14744	primary	PRMT5
PRMT7	member	Q9NVM4	primary	PRMT7
PRNP	ambiguous	F7VJQ1;P04156		
PROB1	member	E7EW31	primary	PROB1
PROCR	member	Q9UNN8	primary	PROCR
PROSC	member	O94903	synonym	PLPBP
PRPF19	member	Q9UMS4	primary	PRPF19
PRPF3	member	O43395	primary	PRPF3
PRPF31	member	Q8WWY3	primary	PRPF31
PRPF40A	member	O75400	primary	PRPF40A
PRPF4B	unmapped			
PRPF6	member	O94906	primary	PRPF6
PRPF8	member	Q6P2Q9	primary	PRPF8
PRPH	ambiguous	P23942;P41219		
PRPS1	member	P60891	primary	PRPS1
PRPS2	member	P11908	primary	PRPS2
PRPSAP1	member	Q14558	primary	PRPSAP1
PRPSAP2	member	O60256	primary	PRPSAP2
PRR33	member	A8MZF0	primary	PRR33
PRR4	ambiguous	Q16378;Q96NY8		
PRRC1	member	Q96M27	primary	PRRC1
PRRC2C	member	Q9Y520	primary	PRRC2C
PRSS3	member	P35030	primary	PRSS3
PRTFDC1	member	Q9NRG1	primary	PRTFDC1
PRUNE	member	Q86TP1	synonym	PRUNE1
PSAP	ambiguous	P07602;Q8IWL1;Q8IWL2;Q9NZJ7		
PSAT1	member	Q9Y617	primary	PSAT1
PSIP1	member	O75475	primary	PSIP1
PSMA1	member	P25786	primary	PSMA1
PSMA2	member	P25787	primary	PSMA2
PSMA3	member	P25788	primary	PSMA3
PSMA4	member	P25789	primary	PSMA4
PSMA5	member	P28066	primary	PSMA5
PSMA6	in_tier1	P60900	primary	PSMA6
PSMA7	member	O14818	primary	PSMA7
PSMB1	member	P20618	primary	PSMB1
PSMB2	member	P49721	primary	PSMB2
PSMB3	member	P49720	primary	PSMB3
PSMB4	member	P28070	primary	PSMB4
PSMB5	member	P28074	primary	PSMB5
PSMB6	member	P28072	primary	PSMB6
PSMB7	member	Q99436	primary	PSMB7
PSMB9	member	P28065	primary	PSMB9
PSMC1	member	P62191	primary	PSMC1
PSMC2	member	P35998	primary	PSMC2
PSMC3	member	P17980	primary	PSMC3
PSMC4	member	P43686	primary	PSMC4
PSMC5	member	P62195	primary	PSMC5
PSMC6	member	P62333	primary	PSMC6
PSMD1	member	Q99460	primary	PSMD1
PSMD10	member	O75832	primary	PSMD10
PSMD11	member	O00231	primary	PSMD11
PSMD12	member	O00232	primary	PSMD12
PSMD13	member	Q9UNM6	primary	PSMD13
PSMD14	member	O00487	primary	PSMD14
PSMD2	member	Q13200	primary	PSMD2
PSMD3	member	O43242	primary	PSMD3
PSMD4	member	P55036	primary	PSMD4
PSMD5	member	Q16401	primary	PSMD5
PSMD6	member	Q15008	primary	PSMD6
PSMD7	member	P51665	primary	PSMD7
PSMD8	member	P48556	primary	PSMD8
PSMD9	member	O00233	primary	PSMD9
PSME1	member	Q06323	primary	PSME1
PSME2	member	Q9UL46	primary	PSME2
PSMF1	member	Q92530	primary	PSMF1
PSPC1	member	Q8WXF1	primary	PSPC1
PSPH	member	P78330	primary	PSPH
PTBP1	member	P26599	primary	PTBP1
PTBP2	member	Q9UKA9	primary	PTBP2
PTBP3	member	O95758	primary	PTBP3
PTCD3	member	Q96EY7	primary	PTCD3
PTDSS2	member	Q9BVG9	primary	PTDSS2
PTER	member	Q96BW5	primary	PTER
PTGES2	member	Q9H7Z7	primary	PTGES2
PTGES3	member	Q15185	primary	PTGES3
PTGES3L-AARSD1	unmapped			
PTGFRN	member	Q9P2B2	primary	PTGFRN
PTGIS	member	Q16647	primary	PTGIS
PTGR1	member	Q14914	primary	PTGR1
PTGR2	member	Q8N8N7	primary	PTGR2
PTK2	member	Q05397	primary	PTK2
PTK7	member	Q13308	primary	PTK7
PTMS	member	P20962	primary	PTMS
PTP4A1	member	Q93096	primary	PTP4A1
PTPMT1	member	Q8WUK0	primary	PTPMT1
PTPN1	member	P18031	primary	PTPN1
PTPN11	member	Q06124	primary	PTPN11
PTPN23	member	Q9H3S7	primary	PTPN23
PTPRM	member	P28827	primary	PTPRM
PTPRS	member	Q13332	primary	PTPRS
PTRF	member	Q6NZI2	synonym	CAVIN1
PTRH2	member	Q9Y3E5	primary	PTRH2
PTRHD1	member	Q6GMV3	primary	PTRHD1
PUF60	member	Q9UHX1	primary	PUF60
PUM1	member	Q14671	primary	PUM1
PUM2	member	Q8TB72	primary	PUM2
PURA	member	Q00577	primary	PURA
PURB	member	Q96QR8	primary	PURB
PVALB	member	P20472	primary	PVALB
PVR	member	P15151	primary	PVR
PWP1	member	Q13610	primary	PWP1
PXN	member	P49023	primary	PXN
PYCARD	member	Q9ULZ3	primary	PYCARD
PYCR1	member	P32322	primary	PYCR1
PYGB	member	P11216	primary	PYGB
PYGL	member	P06737	primary	PYGL
PYGM	member	P11217	primary	PYGM
PYURF	member	Q96I23	primary	PYURF
QARS	ambiguous	P07814;P47897		
QDPR	member	P09417	primary	QDPR
QIL1	member	Q5XKP0	synonym	MICOS13
QKI	member	Q96PU8	primary	QKI
QPRT	member	Q15274	primary	QPRT
QSOX1	member	O00391	primary	QSOX1
RAB10	member	P61026	primary	RAB10
RAB11A	member	P62491	primary	RAB11A
RAB11B	member	Q15907	primary	RAB11B
RAB12	member	Q6IQ22	primary	RAB12
RAB14	member	P61106	primary	RAB14
RAB18	member	Q9NP72	primary	RAB18
RAB1A	member	P62820	primary	RAB1A
RAB1B	member	Q9H0U4	primary	RAB1B
RAB21	member	Q9UL25	primary	RAB21
RAB23	member	Q9ULC3	primary	RAB23
RAB24	member	Q969Q5	primary	RAB24
RAB2A	member	P61019	primary	RAB2A
RAB3GAP1	member	Q15042	primary	RAB3GAP1
RAB3GAP2	member	Q9H2M9	primary	RAB3GAP2
RAB5A	member	P20339	primary	RAB5A
RAB5B	member	P61020	primary	RAB5B
RAB6A	member	P20340	primary	RAB6A
RAB7A	member	P51149	primary	RAB7A
RAB9A	member	P51151	primary	RAB9A
RABEP1	member	Q15276	primary	RABEP1
RABEP2	member	Q9H5N1	primary	RABEP2
RABGAP1	member	Q9Y3P9	primary	RABGAP1
RABGGTA	member	Q92696	primary	RABGGTA
RABL3	member	Q5HYI8	primary	RABL3
RAC1	member	P63000	primary	RAC1
RAC2	member	P15153	primary	RAC2
RAC3	ambiguous	P60763;Q9Y6Q9		
RAD23A	member	P54725	primary	RAD23A
RAD23B	member	P54727	primary	RAD23B
RAD50	member	Q92878	primary	RAD50
RAE1	member	P78406	primary	RAE1
RAI14	member	Q9P0K7	primary	RAI14
RALA	member	P11233	primary	RALA
RALB	member	P11234	primary	RALB
RALY	member	Q9UKM9	primary	RALY
RAN	member	P62826	primary	RAN
RANBP1	member	P43487	primary	RANBP1
RANBP2	member	P49792	primary	RANBP2
RANBP3	member	Q9H6Z4	primary	RANBP3
RANGAP1	member	P46060	primary	RANGAP1
RANGRF	member	Q9HD47	primary	RANGRF
RAP1A	member	P62834	primary	RAP1A
RAP1B	member	P61224	primary	RAP1B
RAP1GDS1	member	P52306	primary	RAP1GDS1
RAP2C	member	Q9Y3L5	primary	RAP2C
RAPGEF1	member	Q13905	primary	RAPGEF1
RARS	member	P54136	synonym	RARS1
RASA4	member	O43374	primary	RASA4
RASA4B	member	C9J798	primary	RASA4B
RASIP1	member	Q5U651	primary	RASIP1
RAVER1	member	Q8IY67	primary	RAVER1
RB1CC1	member	Q8TDY2	primary	RB1CC1
RBBP4	member	Q09028	primary	RBBP4
RBBP6	member	Q7Z6E9	primary	RBBP6
RBBP7	member	Q16576	primary	RBBP7
RBM10	ambiguous	P0DW28;P98175		
RBM12	member	Q9NTZ6	primary	RBM12
RBM14	member	Q96PK6	primary	RBM14
RBM17	member	Q96I25	primary	RBM17
RBM24	member	Q9BX46	primary	RBM24
RBM25	member	P49756	primary	RBM25
RBM26	member	Q5T8P6	primary	RBM26
RBM3	member	P98179	primary	RBM3
RBM38	member	Q9H0Z9	primary	RBM38
RBM39	member	Q14498	primary	RBM39
RBM4	member	Q9BWF3	primary	RBM4
RBM42	member	Q9BTD8	primary	RBM42
RBM4B	member	Q9BQ04	primary	RBM4B
RBM8A	member	Q9Y5S9	primary	RBM8A
RBMS2	member	Q15434	primary	RBMS2
RBMX	member	P38159	primary	RBMX
RBX1	member	P62877	primary	RBX1
RCC2	member	Q9P258	primary	RCC2
RCN1	member	Q15293	primary	RCN1
RCN2	member	Q14257	primary	RCN2
RCOR1	member	Q9UKL0	primary	RCOR1
RCOR3	member	Q9P2K3	primary	RCOR3
RCSD1	member	Q6JBY9	primary	RCSD1
RDH11	member	Q8TC12	primary	RDH11
RDH13	member	Q8NBN7	primary	RDH13
RDH14	member	Q9HBH5	primary	RDH14
RDX	member	P35241	primary	RDX
RECQL	member	P46063	primary	RECQL
REEP5	member	Q00765	primary	REEP5
RER1	member	O15258	primary	RER1
RETSAT	member	Q6NUM9	primary	RETSAT
REXO2	member	Q9Y3B8	primary	REXO2
RFC5	member	P40937	primary	RFC5
RFTN1	member	Q14699	primary	RFTN1
RGL2	member	O15211	primary	RGL2
RGS10	member	O43665	primary	RGS10
RHEB	member	Q15382	primary	RHEB
RHOA	member	P61586	primary	RHOA
RHOB	member	P62745	primary	RHOB
RHOC	member	P08134	primary	RHOC
RHOT1	member	Q8IXI2	primary	RHOT1
RHOT2	member	Q8IXI1	primary	RHOT2
RILP	ambiguous	Q96MT3;Q96NA2		
RILPL1	member	Q5EBL4	primary	RILPL1
RMDN1	member	Q96DB5	primary	RMDN1
RNASE7	member	Q9H1E1	primary	RNASE7
RNASEK-C17orf49	unmapped			
RNF114	member	Q9Y508	primary	RNF114
RNF123	member	Q5XPI4	primary	RNF123
RNF14	member	Q9UBS8	primary	RNF14
RNF170	member	Q96K19	primary	RNF170
RNF20	member	Q5VTR2	primary	RNF20
RNF213	member	Q63HN8	primary	RNF213
RNF31	member	Q96EP0	primary	RNF31
RNH1	ambiguous	O60930;P13489		
RNMT	member	O43148	primary	RNMT
RNPEP	member	Q9H4A4	primary	RNPEP
ROCK1	member	Q13464	primary	ROCK1
ROCK2	member	O75116	primary	ROCK2
ROMO1	member	P60602	primary	ROMO1
RPA1	member	P27694	primary	RPA1
RPA2	member	P15927	primary	RPA2
RPA3	member	P35244	primary	RPA3
RPGRIP1L	member	Q68CZ1	primary	RPGRIP1L
RPIA	member	P49247	primary	RPIA
RPL10	member	P27635	primary	RPL10
RPL10A	member	P62906	primary	RPL10A
RPL11	member	P62913	primary	RPL11
RPL12	member	P30050	primary	RPL12
RPL13	member	P26373	primary	RPL13
RPL13A	member	P40429	primary	RPL13A
RPL13a	unmapped			
RPL14	member	P50914	primary	RPL14
RPL15	in_tier1	P61313	primary	RPL15
RPL17	member	P18621	primary	RPL17
RPL17-C18orf32	unmapped			
RPL18	member	Q07020	primary	RPL18
RPL18A	member	Q02543	primary	RPL18A
RPL19	member	P84098	primary	RPL19
RPL21	member	P46778	primary	RPL21
RPL22	member	P35268	primary	RPL22
RPL23	member	P62829	primary	RPL23
RPL23A	member	P62750	primary	RPL23A
RPL24	member	P83731	primary	RPL24
RPL26	member	P61254	primary	RPL26
RPL26L1	member	Q9UNX3	primary	RPL26L1
RPL27	member	P61353	primary	RPL27
RPL27A	member	P46776	primary	RPL27A
RPL28	member	P46779	primary	RPL28
RPL29	member	P47914	primary	RPL29
RPL3	member	P39023	primary	RPL3
RPL30	member	P62888	primary	RPL30
RPL31	member	P62899	primary	RPL31
RPL32	member	P62910	primary	RPL32
RPL34	member	P49207	primary	RPL34
RPL35	member	P42766	primary	RPL35
RPL35A	member	P18077	primary	RPL35A
RPL36	ambiguous	C0HME6;Q9Y3U8		
RPL36AL	member	Q969Q0	primary	RPL36AL
RPL37A	member	P61513	primary	RPL37A
RPL38	member	P63173	primary	RPL38
RPL3L	member	Q92901	primary	RPL3L
RPL4	member	P36578	primary	RPL4
RPL5	member	P46777	primary	RPL5
RPL6	member	Q02878	primary	RPL6
RPL7	member	P18124	primary	RPL7
RPL7A	member	P62424	primary	RPL7A
RPL8	member	P62917	primary	RPL8
RPL9	unmapped			
RPLP0	member	P05388	primary	RPLP0
RPLP0P6	member	Q8NHW5	primary	RPLP0P6
RPLP1	member	P05386	primary	RPLP1
RPLP2	member	P05387	primary	RPLP2
RPN1	member	P04843	primary	RPN1
RPN2	member	P04844	primary	RPN2
RPRD1A	member	Q96P16	primary	RPRD1A
RPS10	member	P46783	primary	RPS10
RPS11	member	P62280	primary	RPS11
RPS12	member	P25398	primary	RPS12
RPS13	member	P62277	primary	RPS13
RPS14	member	P62263	primary	RPS14
RPS15	member	P62841	primary	RPS15
RPS15A	member	P62244	primary	RPS15A
RPS16	member	P62249	primary	RPS16
RPS17	member	P08708	primary	RPS17
RPS17L	member	P08708	synonym	RPS17
RPS18	member	P62269	primary	RPS18
RPS19	member	P39019	primary	RPS19
RPS2	member	P15880	primary	RPS2
RPS20	member	P60866	primary	RPS20
RPS21	member	P63220	primary	RPS21
RPS23	member	P62266	primary	RPS23
RPS24	member	P62847	primary	RPS24
RPS25	member	P62851	primary	RPS25
RPS26	member	P62854	primary	RPS26
RPS26P11	member	Q5JNZ5	primary	RPS26P11
RPS27	member	P42677	primary	RPS27
RPS27A	member	P62979	primary	RPS27A
RPS27L	member	Q71UM5	primary	RPS27L
RPS28	member	P62857	primary	RPS28
RPS3	member	P23396	primary	RPS3
RPS3A	member	P61247	primary	RPS3A
RPS4X	member	P62701	primary	RPS4X
RPS5	member	P46782	primary	RPS5
RPS6	member	P62753	primary	RPS6
RPS6KA3	member	P51812	primary	RPS6KA3
RPS6KA5	member	O75582	primary	RPS6KA5
RPS7	member	P62081	primary	RPS7
RPS8	member	P62241	primary	RPS8
RPS9	member	P46781	primary	RPS9
RPSA	ambiguous	A0A8I5KQE6;P08865		
RPSAP58	member	A0A8I5KQE6	synonym	RPSA2
RPTOR	member	Q8N122	primary	RPTOR
RPUSD4	member	Q96CM3	primary	RPUSD4
RRAD	member	P55042	primary	RRAD
RRAGA	member	Q7L523	primary	RRAGA
RRAGB	member	Q5VZM2	primary	RRAGB
RRAGC	member	Q9HB90	primary	RRAGC
RRAS	member	P10301	primary	RRAS
RRAS2	member	P62070	primary	RRAS2
RRBP1	member	Q9P2E9	primary	RRBP1
RRM1	member	P23921	primary	RRM1
RRP1	ambiguous	P05386;P56182		
RRP12	member	Q5JTH9	primary	RRP12
RSF1	member	Q96T23	primary	RSF1
RSL1D1	member	O76021	primary	RSL1D1
RSRC2	member	Q7L4I2	primary	RSRC2
RSU1	member	Q15404	primary	RSU1
RTCA	member	O00442	primary	RTCA
RTCB	member	Q9Y3I0	primary	RTCB
RTN1	member	Q16799	primary	RTN1
RTN2	in_tier1	O75298	primary	RTN2
RTN3	member	O95197	primary	RTN3
RTN4	member	Q9NQC3	primary	RTN4
RTN4IP1	member	Q8WWV3	primary	RTN4IP1
RUFY1	member	Q96T51	primary	RUFY1
RUVBL1	member	Q9Y265	primary	RUVBL1
RUVBL2	member	Q9Y230	primary	RUVBL2
RWDD1	member	Q9H446	primary	RWDD1
RXRA	member	P19793	primary	RXRA
RYR1	in_tier1	P21817	primary	RYR1
RYR2	in_tier1	Q92736	primary	RYR2
RYR3	in_tier1	Q15413	primary	RYR3
S100A1	member	P23297	primary	S100A1
S100A10	member	P60903	primary	S100A10
S100A11	member	P31949	primary	S100A11
S100A13	member	Q99584	primary	S100A13
S100A14	member	Q9HCY8	primary	S100A14
S100A16	member	Q96FQ6	primary	S100A16
S100A4	member	P26447	primary	S100A4
S100A6	member	P06703	primary	S100A6
S100A7	member	P31151	primary	S100A7
S100A8	member	P05109	primary	S100A8
S100A9	member	P06702	primary	S100A9
S100P	member	P25815	primary	S100P
SACM1L	member	Q9NTJ5	primary	SACM1L
SACS	member	Q9NZJ4	primary	SACS
SAE1	member	Q9UBE0	primary	SAE1
SAFB	member	Q15424	primary	SAFB
SAFB2	member	Q14151	primary	SAFB2
SAMD9	member	Q5K651	primary	SAMD9
SAMD9L	member	Q8IVG5	primary	SAMD9L
SAMHD1	member	Q9Y3Z3	primary	SAMHD1
SAMM50	member	Q9Y512	primary	SAMM50
SAMSN1	member	Q9NSI8	primary	SAMSN1
SAR1A	member	Q9NR31	primary	SAR1A
SAR1B	member	Q9Y6B6	primary	SAR1B
SARM1	member	Q6SZW1	primary	SARM1
SARNP	member	P82979	primary	SARNP
SARS	member	P49591	synonym	SARS1
SARS2	member	Q9NP81	primary	SARS2
SART1	member	O43290	primary	SART1
SART3	member	Q15020	primary	SART3
SASH1	member	O94885	primary	SASH1
SBDS	member	Q9Y3A5	primary	SBDS
SBSN	member	Q6UWP8	primary	SBSN
SCAF8	member	Q9UPN6	primary	SCAF8
SCAMP1	member	O15126	primary	SCAMP1
SCAMP3	member	O14828	primary	SCAMP3
SCARB2	member	Q14108	primary	SCARB2
SCCPDH	member	Q8NBX0	primary	SCCPDH
SCFD1	member	Q8WVM8	primary	SCFD1
SCFD2	member	Q8WU76	primary	SCFD2
SCGB1D2	member	O95969	primary	SCGB1D2
SCGB2A1	member	O75556	primary	SCGB2A1
SCLY	member	Q96I15	primary	SCLY
SCN4A	member	P35499	primary	SCN4A
SCO1	in_tier1	O75880	primary	SCO1
SCO2	in_tier1	O43819	primary	SCO2
SCP2	ambiguous	O14595;P22307;Q9BX26		
SCPEP1	member	Q9HB40	primary	SCPEP1
SCRIB	ambiguous	C0HLS1;Q14160		
SCRN2	member	Q96FV2	primary	SCRN2
SCRN3	member	Q0VDG4	primary	SCRN3
SCYL2	member	Q6P3W7	primary	SCYL2
SDHA	member	P31040	primary	SDHA
SDHAF2	member	Q9NX18	primary	SDHAF2
SDHAF4	member	Q5VUM1	primary	SDHAF4
